,Time,User,Tweet
247,2022-11-11 14:19:45+00:00,17995040,"RT @elerianm: As detailed by @YahooFinance, UK Q-3 GDP contracted by 0.2% (0.6% fall in September).
While better than the 0.5% consensus fo…"
248,2022-11-11 14:13:06+00:00,17995040,"""Sounds Chinese, doesn't it?""

WUT DA FUQUE"
249,2022-11-11 14:11:53+00:00,17995040,"RT @PatrickRuffini: In any other world, there'd be wild GOP celebration at a +4 national vote, 58-42 among Hispanics, 14% among African Ame…"
250,2022-11-11 13:09:06+00:00,17995040,Wut https://t.co/jBqi4MGVfd
251,2022-11-11 13:08:46+00:00,17995040,RT @philipaklein: Trump's latest blistering attack is that DeSantis backed a Republican Senate candidate in the general election. https://t…
252,2022-11-11 13:01:57+00:00,17995040,RT @McCormickProf: It begins.
253,2022-11-11 13:00:35+00:00,17995040,RT @wesyang: Jennifer talks about how her school socially transitioned her 10-year old daughter behind her back. https://t.co/eFgMFeRxIG ht…
254,2022-11-11 13:00:27+00:00,17995040,RT @MaxNordau: RINOs have knives out for DeSantis.
255,2022-11-11 12:20:54+00:00,17995040,He did it. He solved climate change. https://t.co/cmWgnHcq4c
256,2022-11-11 12:20:18+00:00,17995040,"RT @sunnyright: Note that Trump isn't sending out screeds attacking Republicans who lost and thus handed wins to far-left Democrats.

He's…"
257,2022-11-11 12:15:13+00:00,17995040,RT @johnrich: A special message for our Veterans today🇺🇸 #VeteransDay2022 https://t.co/hdQiulBd6H
258,2022-11-11 11:47:51+00:00,17995040,Reminder: a majority is 218. https://t.co/ZnIEpTvIJP
259,2022-11-11 11:37:28+00:00,17995040,Thank you to all who have defended our nation and the Constitution of the United States. We can never repay our debt to you. https://t.co/V2Ljr1Ai9G
260,2022-11-11 11:33:01+00:00,17995040,"RT @SteveKornacki: With the Clark County update in Nevada, NBC has now called NV-1 for Dina Titus (D) and NV-4 for Steven Horsford (D). Add…"
261,2022-11-11 11:11:03+00:00,17995040,"All the kids are masked; the adults aren't. And she's out there with lockdown advocate Randi Weingarten pretending to take care of the kids. You did this to yourself, NY voters. https://t.co/VBOVJ4ZTnQ"
262,2022-11-11 01:07:18+00:00,17995040,Watching AZ and NV count votes like https://t.co/7OTqUoAWRr
263,2022-11-11 01:06:22+00:00,17995040,RT @Brian_Riedl: Countdown to the White House bragging that it just cut the deficit by $600 billion.
264,2022-11-11 01:03:48+00:00,17995040,"RT @baseballcrank: Dixon was a poorly-funded, little-known candidate. She didn't even run TV ads until the last two weeks of the campaign.…"
265,2022-11-11 00:49:59+00:00,17995040,"RT @Neoavatara: Desantis responds to Trump!

Oh, wait... No, he's just doing his job. Never mind.

😈"
266,2022-11-11 00:48:26+00:00,17995040,"My latest for @realDailyWire paints a picture of the new Tower of Babel Schwab and his ilk plan to build. They want a better world -- and all we have to do is to hand them unfettered power and trust their wisdom to change the nature of the economy, the planet, and our lives."
267,2022-11-11 00:47:33+00:00,17995040,"The transition toward The Great Reset (Schwab's term) must be paved by corporations – but it will be finished by government. Force is the last step, not the first."
268,2022-11-11 00:47:00+00:00,17995040,"In The Great Reset, the way will be led by government-corporate cooperation, consolidated and centralized.  This requires corporate leaders to ignore shareholders, and governments to “rewrite some of the rules of the game and permanently increase their roles.”"
269,2022-11-11 00:45:45+00:00,17995040,"Schwab and WEF want global transformation. They make no secret of this. Schwab himself wrote in 2020, “the world must act jointly and swiftly to revamp all aspects of our societies and economics, from education to social contracts and working conditions.”"
270,2022-11-11 00:45:20+00:00,17995040,"There’s been a lot of talk about Klaus Schwab, the World Economic Forum, and The Great Reset. They shroud their plan with inspirational language, but a closer look reveals something much darker. So what, precisely, do they want? https://t.co/shSD4kGNdP"
271,2022-11-10 23:37:52+00:00,17995040,"RT @lukerosiak: Trump spent $4.4M working AGAINST Georgia Republicans, but only $3.4M to help Walker win the general. 

Less than 5% of the…"
272,2022-11-10 23:36:38+00:00,17995040,"RT @timothybelz: Correct. Trump had none of the courage that Georgia’s and Florida’s governors had. Plus a few others, like Iowa’s and Sout…"
273,2022-11-10 23:35:29+00:00,17995040,RT @KayleeDMcGhee: Lots of insane stuff here but criticizing DeSantis for his handling of the pandemic has got to be the stupidest angle im…
274,2022-11-10 23:06:59+00:00,17995040,Welp https://t.co/aggdK4AAyM
275,2022-11-10 22:56:09+00:00,17995040,"RT @sarafischer: Disney's stock has worst day in 21 years via @tim_bays 
https://t.co/949fxcoUBq"
276,2022-11-10 22:07:12+00:00,17995040,Patients must consent to their own surgeries. Clients must consent to their legal representation. https://t.co/cn5iLAJDFf
277,2022-11-10 22:05:16+00:00,17995040,"RT @sarafischer: A source tells me both @yoyoel AND @robinw are leaving @twitter, the day after they hosted a Twitter Spaces with @elonmusk…"
278,2022-11-10 22:01:17+00:00,17995040,"RT @davidshor: There was no ""Youthquake"" - turnout relative to 2018 was strongly associated with age, with turnout increasing starkly in ol…"
279,2022-11-10 21:59:00+00:00,17995040,"RT @politicalmath: ""DeSantis has been bad for jobs, bad for economic growth""

Since Jan 2020, Florida has grown their GDP 8% faster than Co…"
280,2022-11-10 18:08:45+00:00,17995040,"RT @Jerusalem_Post: Turkey's Recep Tayyip Erdogan sent presumptive prime minister Benjamin Netanyahu a congratulations letter on Thursday,…"
281,2022-11-10 17:35:29+00:00,17995040,"RT @HollywoodInToto: New Wick

https://t.co/CKn2MQcvsC"
282,2022-11-10 17:17:48+00:00,17995040,RT @elonmusk: I love when people complain about Twitter … on Twitter 🤣🤣
283,2022-11-10 17:07:25+00:00,17995040,RT @wil_da_beast630: As a basically serious question: how much do you think mainstream leftists would trust soft-science academia and the n…
284,2022-11-10 17:00:12+00:00,17995040,RT @DBashIdeas: Love to see @benshapiro plug reading on Shabbos! He even uses those sticky tabs. https://t.co/dgiWq7QTKY
285,2022-11-10 16:11:31+00:00,17995040,"Candidate quality matters. Americans want stability and sobriety. Gravity applies, and certain candidates may be able to defy gravity for a short period of time, but it usually doesn't last long.

Pick better candidates, win more races. Stop playing stupid games. https://t.co/iVxv1JF9kj"
286,2022-11-10 15:03:36+00:00,17995040,RT @ElectionWiz: JUST IN: Elon Musk’s first email to employees ends remote work. Employees will be expected to be in the office for at leas…
287,2022-11-10 15:03:22+00:00,17995040,"RT @guypbenson: Update on NV Sen. It is ludicrous to count votes the way they do in AZ/NV/CA etc. Theres an efficient, reliable, proven met…"
288,2022-11-10 15:03:12+00:00,17995040,"RT @LahavHarkov: Netanyahu spoke with @GiorgiaMeloni, who congratulated him. They discussed Italian support for Israel in international for…"
289,2022-11-10 14:50:52+00:00,17995040,https://t.co/obAXbqK4Is https://t.co/wrEUBKo0QE
290,2022-11-10 14:43:16+00:00,17995040,"RT @AdamMGrant: Authenticity is not about being unfiltered. It's about staying true to your principles.

The goal isn't to voice every opin…"
291,2022-11-10 14:37:01+00:00,17995040,RT @JackPosobiec: https://t.co/7tPTQZtVQs
292,2022-11-10 14:34:20+00:00,17995040,RT @AGHamilton29: Rather big tell if you’re complaining about how McConnell allocated $200M+ he raised trying to save the Senate (only reas…
293,2022-11-10 14:31:49+00:00,17995040,"RT @EdMorrissey: Why would you exclude shelter? Shelter is included in core CPI, no?

Shelter: up 0.8% in Oct
Food: up 0.6% in Oct
Energy:…"
294,2022-11-10 14:30:57+00:00,17995040,"RT @moveincircles: Politics is polarising not just by class, or Right &amp; Left alignment, but also sex. Unmarried women dominate the progress…"
295,2022-11-10 14:25:08+00:00,17995040,"RT @Redistrict: As of now, out of @CookPolitical's 36 House Toss Ups:

18 won by Ds
7 won by Rs
11 still too close to call

So far, not a s…"
296,2022-11-10 14:24:46+00:00,17995040,RT @libsoftiktok: This looks like an ad for homeschooling https://t.co/x7m75azPKd
297,2022-11-10 14:19:48+00:00,17995040,Zelensky should melt it down and use it for bullets https://t.co/0mRd5D67cv
298,2022-11-10 14:18:19+00:00,17995040,RT @MattsIdeaShop: the government is my boyfriend
299,2022-11-10 14:02:17+00:00,17995040,"RT @DTAPCAP: Hold..Hold..Hold..

Tough period ahead but it's really time to see bigger picture even if it's tough. A lot has been thrown at…"
300,2022-11-10 13:59:57+00:00,17995040,"RT @NickRiccardi: Republican votes were poorly distributed, they won the popular vote but may not win the senate or, conceivably, the House…"
301,2022-11-10 13:54:15+00:00,17995040,RT @kshahrooz: The West is getting close to a world where there's no Islamic Republic.
302,2022-11-10 13:36:46+00:00,17995040,"RT @elerianm: Good news:
US CPI inflation came in better than expected, both for headline (7.7%, 0.4%) and core (6.3%, 0.3%).
Points to som…"
303,2022-11-10 13:33:54+00:00,17995040,"For Republicans, that does not mean squishy policy. It means fighting the culture wars that must be fought while governing properly. It also means not raiding the local homeless shelter for candidates."
304,2022-11-10 13:31:08+00:00,17995040,First political party to sanity wins.
305,2022-11-10 12:57:25+00:00,17995040,"As I said yesterday, Joe Biden is going to double down on everything. No lessons learned. Just triumphalism. Which means Democrats are treating 2022 as a massive win rather than as a bullet dodged. But 2024 may disabuse them of that notion quickly if the GOP can get serious. IF."
306,2022-11-10 12:57:15+00:00,17995040,RT @DailyWireNews: The Red Fizzle https://t.co/53lXiT5CFw
307,2022-11-10 12:48:50+00:00,17995040,RT @SeanTrende: One of the quiet stories under the hood is that Republicans are looking like they'll win the popular vote.  Probably a popu…
308,2022-11-10 11:52:36+00:00,17995040,RT @JazzShaw: I can see this backfiring on Trump in a big way.
309,2022-11-10 00:56:57+00:00,17995040,"RT @MattRinaldiTX: Election takeaways:
1. Florida had a wave election. Texas had a very good night. Results elsewhere were mixed. Ron DeSan…"
310,2022-11-10 00:56:49+00:00,17995040,"RT @HolmesJosh: Barring something statistically unforeseeable, it's all over but the crying here. Laxalt is going to win this."
311,2022-11-10 00:52:07+00:00,17995040,"RT @ComfortablySmug: LAXALT IS GONNA WIN

LETS GOOOOO"
